,round,clients
380,381,"[676, 568, 52, 1373, 261, 1474, 517, 73, 1734, 800, 812, 1105, 286, 711, 459, 433, 470, 747, 540, 124, 761, 1691, 202, 926, 519, 700, 1441, 207, 1066, 17387]"
381,382,"[1780, 953, 585, 853, 1052, 418, 1172, 409, 1260, 929, 366, 840, 328, 325, 885, 791, 660, 254, 995, 496, 783, 1659, 843, 843, 138, 1207, 1258, 407, 2487, 22852]"
382,383,"[686, 1218, 1470, 328, 381, 215, 679, 707, 691, 573, 987, 169, 261, 1067, 394, 1148, 340, 235, 552, 264, 1588, 91, 175, 326, 779, 408, 867, 674, 709, 25912]"
383,384,"[448, 211, 904, 872, 181, 2842, 817, 799, 900, 458, 676, 1071, 448, 1042, 1299, 129, 1511, 383, 220, 957, 615, 793, 319, 2690, 1292, 674, 694, 1013, 29, 19959]"
384,385,"[689, 335, 426, 907, 354, 3, 244, 116, 117, 352, 568, 434, 1541, 1432, 742, 1325, 638, 1864, 240, 620, 551, 501, 2947, 1380, 607, 458, 597, 1301, 373, 23251]"
385,386,"[1018, 1080, 1288, 416, 989, 978, 2811, 985, 2385, 823, 699, 982, 1613, 334, 1124, 764, 550, 763, 903, 2118, 853, 542, 1598, 1404, 1197, 457, 2739, 1813, 1966, 26693]"
386,387,"[1112, 354, 2022, 665, 551, 371, 411, 876, 558, 653, 328, 256, 462, 2778, 313, 625, 173, 844, 653, 313, 270, 554, 69, 1124, 1289, 414, 1000, 238, 347, 26153]"
387,388,"[543, 1219, 1175, 879, 874, 215, 434, 569, 1650, 925, 1629, 759, 220, 1600, 637, 215, 745, 205, 365, 547, 859, 48, 880, 161, 1016, 652, 778, 198, 366, 19745]"
388,389,"[1307, 642, 80, 81, 415, 844, 386, 490, 575, 749, 651, 1046, 16, 1114, 276, 1477, 720, 513, 154, 506, 452, 900, 1704, 402, 1607, 543, 1051, 1161, 769, 17232]"
389,390,"[1824, 2163, 324, 360, 112, 475, 648, 601, 506, 998, 848, 737, 371, 671, 1278, 700, 875, 1025, 998, 51, 1714, 834, 604, 1198, 107, 1181, 746, 1371, 940, 21029]"
390,391,"[459, 632, 3019, 1151, 378, 273, 532, 169, 274, 842, 812, 1386, 908, 2367, 921, 889, 1082, 400, 520, 2255, 728, 859, 224, 876, 526, 668, 463, 969, 356, 15005]"
391,392,"[837, 2018, 664, 531, 1317, 286, 731, 923, 1020, 529, 533, 1807, 255, 1492, 869, 1056, 827, 326, 1381, 1260, 590, 772, 1108, 365, 1462, 1821, 269, 875, 1284, 17516]"
392,393,"[426, 402, 825, 1020, 990, 964, 721, 622, 278, 358, 329, 317, 72, 878, 1450, 254, 316, 216, 273, 423, 738, 665, 1613, 119, 542, 497, 686, 2226, 176, 19082]"
393,394,"[794, 556, 1973, 230, 724, 783, 673, 1165, 635, 486, 742, 349, 433, 808, 822, 725, 795, 319, 2354, 506, 572, 267, 744, 7, 526, 16, 746, 246, 794, 13699]"
394,395,"[681, 2057, 1056, 526, 39, 856, 2378, 41, 1229, 522, 151, 607, 1093, 427, 195, 758, 808, 345, 234, 1585, 259, 487, 762, 640, 659, 669, 182, 1050, 864, 12719]"
395,396,"[389, 1830, 787, 1071, 499, 579, 944, 263, 901, 742, 1202, 690, 931, 648, 317, 691, 909, 461, 24, 495, 1705, 307, 434, 2, 127, 751, 312, 90, 646, 20479]"
396,397,"[1108, 410, 369, 545, 170, 690, 197, 774, 1561, 1171, 510, 57, 899, 911, 471, 951, 239, 241, 624, 696, 261, 751, 548, 713, 354, 294, 281, 994, 558, 17344]"
397,398,"[878, 500, 791, 1224, 1090, 572, 119, 291, 330, 853, 578, 625, 1361, 95, 722, 1080, 1011, 1669, 1337, 935, 325, 1035, 52, 253, 286, 1318, 456, 1735, 2982, 15499]"
398,399,"[157, 1294, 683, 941, 547, 219, 611, 31, 897, 864, 1152, 629, 723, 854, 273, 405, 316, 383, 660, 467, 772, 1747, 538, 558, 42, 374, 246, 771, 736, 11802]"
399,400,"[696, 764, 942, 266, 494, 350, 1133, 1165, 962, 28, 1081, 318, 871, 1378, 958, 195, 286, 683, 208, 1506, 198, 757, 499, 426, 1010, 2212, 245, 569, 73, 13757]"
400,401,"[292, 550, 102, 1502, 629, 831, 0, 899, 11, 1832, 5, 557, 484, 790, 463, 771, 612, 218, 696, 398, 90, 459, 546, 415, 1611, 240, 849, 3, 675, 18958]"
401,402,"[834, 448, 657, 996, 285, 545, 1018, 334, 252, 1328, 324, 935, 2308, 1561, 660, 451, 0, 12, 333, 657, 2294, 746, 721, 442, 260, 592, 578, 992, 212, 18226]"
402,403,"[930, 101, 855, 1109, 290, 562, 375, 892, 1092, 273, 237, 85, 533, 171, 644, 438, 498, 825, 1217, 616, 509, 702, 242, 324, 796, 299, 178, 38, 272, 19672]"
403,404,"[124, 1125, 57, 625, 873, 838, 784, 1326, 548, 2835, 592, 378, 1398, 853, 742, 425, 1427, 1292, 496, 351, 423, 764, 1397, 599, 679, 828, 915, 691, 1198, 13495]"
404,405,"[1286, 1032, 252, 628, 1585, 771, 1233, 427, 872, 2244, 564, 864, 738, 1051, 3302, 2305, 182, 778, 899, 1366, 570, 385, 636, 858, 1272, 683, 886, 869, 884, 28366]"
405,406,"[401, 1528, 2295, 1083, 825, 434, 698, 54, 2303, 402, 1137, 335, 457, 1313, 292, 667, 555, 483, 977, 367, 434, 536, 77, 904, 126, 203, 358, 519, 163, 21645]"
406,407,"[1359, 442, 804, 1240, 1191, 631, 664, 493, 1217, 1118, 580, 541, 821, 1471, 694, 998, 915, 865, 159, 667, 944, 412, 232, 953, 797, 459, 647, 469, 505, 23322]"
407,408,"[184, 549, 715, 600, 1414, 1445, 708, 1249, 506, 858, 1401, 250, 662, 1060, 756, 612, 908, 1377, 249, 707, 860, 545, 1005, 1009, 1933, 1042, 259, 723, 742, 19326]"
408,409,"[854, 226, 1168, 821, 242, 609, 512, 688, 995, 473, 363, 1813, 222, 614, 538, 706, 438, 239, 712, 484, 0, 380, 660, 821, 666, 538, 146, 652, 604, 22385]"
409,410,"[602, 679, 470, 654, 620, 2088, 373, 92, 1822, 79, 97, 727, 498, 907, 1010, 952, 218, 70, 561, 721, 378, 528, 1191, 804, 181, 898, 608, 1611, 848, 21447]"
410,411,"[2331, 735, 1589, 1987, 1366, 627, 829, 578, 617, 351, 424, 678, 791, 800, 741, 1030, 346, 722, 932, 394, 1311, 927, 1014, 925, 1163, 1987, 1283, 514, 481, 22387]"
411,412,"[933, 611, 523, 224, 1998, 3074, 300, 444, 150, 1, 694, 584, 192, 746, 93, 131, 948, 306, 537, 905, 112, 999, 375, 143, 724, 17, 747, 127, 126, 28816]"
412,413,"[522, 248, 1495, 588, 805, 1215, 1147, 312, 554, 20, 1386, 435, 984, 1013, 819, 1546, 1125, 499, 394, 468, 698, 839, 1238, 188, 488, 551, 785, 352, 1242, 20543]"
413,414,"[572, 2226, 0, 441, 541, 578, 236, 706, 377, 797, 1266, 648, 443, 1560, 411, 704, 2566, 1031, 2181, 891, 619, 1732, 288, 977, 799, 346, 827, 115, 1134, 17581]"
414,415,"[108, 372, 438, 964, 483, 1181, 1196, 1276, 678, 1031, 819, 965, 1165, 716, 386, 583, 857, 1645, 344, 1938, 1240, 680, 1535, 868, 1324, 815, 621, 3311, 730, 22638]"
415,416,"[522, 633, 487, 214, 129, 610, 928, 278, 227, 305, 342, 239, 1209, 392, 335, 966, 1456, 329, 659, 276, 401, 83, 103, 1331, 51, 1710, 482, 473, 516, 22995]"
416,417,"[475, 947, 668, 838, 1855, 797, 1309, 1056, 386, 694, 1187, 858, 485, 447, 618, 560, 1019, 483, 1646, 1228, 874, 694, 895, 1025, 69, 405, 53, 1468, 200, 21556]"
417,418,"[273, 120, 770, 1004, 590, 1334, 453, 330, 202, 27, 351, 1040, 387, 671, 453, 1721, 319, 237, 1335, 345, 151, 599, 170, 374, 1173, 281, 522, 215, 397, 24326]"
418,419,"[1173, 939, 552, 118, 388, 1255, 754, 884, 931, 1097, 623, 393, 435, 505, 676, 165, 922, 822, 231, 1037, 1046, 640, 964, 838, 600, 1610, 540, 1452, 561, 22722]"
419,420,"[450, 983, 502, 1799, 1168, 447, 182, 246, 438, 417, 1075, 784, 360, 387, 1060, 414, 141, 1348, 823, 1219, 342, 1166, 1853, 640, 290, 302, 425, 1192, 328, 16284]"
420,421,"[382, 693, 228, 972, 254, 1008, 989, 574, 754, 540, 800, 928, 923, 655, 198, 1185, 542, 830, 477, 211, 198, 1282, 85, 1280, 474, 72, 163, 413, 1510, 15356]"
421,422,"[231, 1077, 1970, 459, 1761, 472, 283, 761, 483, 799, 948, 248, 2084, 470, 956, 398, 515, 1484, 612, 582, 378, 847, 214, 1023, 351, 1151, 538, 974, 844, 22252]"
422,423,"[1777, 515, 250, 365, 230, 643, 330, 108, 697, 262, 97, 388, 756, 1180, 1035, 451, 483, 577, 443, 208, 1138, 1262, 162, 74, 268, 578, 907, 337, 482, 19869]"
423,424,"[743, 548, 673, 350, 392, 1722, 515, 1021, 724, 733, 550, 2522, 1166, 1140, 236, 783, 907, 1396, 1604, 1263, 1013, 170, 947, 478, 289, 2, 1151, 1580, 761, 15915]"
424,425,"[138, 875, 654, 382, 673, 903, 249, 1486, 839, 1915, 0, 1128, 945, 1097, 857, 667, 1279, 365, 493, 733, 695, 835, 547, 769, 920, 1629, 192, 663, 859, 14877]"
425,426,"[679, 1279, 697, 719, 221, 731, 147, 674, 813, 1042, 395, 1111, 427, 1604, 455, 1596, 390, 768, 816, 328, 2959, 679, 811, 522, 485, 0, 461, 484, 391, 23020]"
426,427,"[287, 763, 197, 1032, 623, 132, 40, 53, 576, 978, 1, 338, 2103, 2126, 328, 2152, 710, 1088, 466, 2126, 344, 548, 922, 1498, 825, 428, 48, 825, 554, 13726]"
427,428,"[589, 400, 795, 488, 835, 1263, 2581, 968, 532, 1162, 148, 477, 1184, 1005, 576, 372, 246, 411, 919, 1298, 1206, 641, 1454, 1521, 942, 817, 378, 1092, 249, 18521]"
428,429,"[309, 1209, 446, 27, 385, 85, 0, 294, 1882, 225, 855, 1336, 716, 2140, 681, 491, 420, 827, 71, 445, 1279, 198, 71, 772, 302, 1579, 149, 242, 328, 18682]"
429,430,"[251, 1555, 263, 905, 926, 640, 45, 317, 1041, 383, 713, 1652, 340, 716, 649, 865, 1055, 725, 750, 197, 1275, 793, 1812, 890, 1397, 442, 649, 948, 646, 16942]"
430,431,"[619, 1234, 81, 531, 2030, 848, 670, 319, 494, 235, 1063, 477, 254, 500, 758, 749, 220, 1028, 1098, 654, 1057, 969, 714, 760, 1208, 883, 69, 932, 2030, 16258]"
431,432,"[897, 482, 1691, 57, 379, 1154, 425, 505, 677, 356, 783, 308, 606, 1501, 724, 393, 510, 1330, 684, 629, 785, 396, 614, 459, 1446, 931, 2294, 850, 992, 18791]"
432,433,"[564, 6, 1786, 333, 594, 588, 903, 125, 614, 167, 5, 986, 572, 582, 463, 732, 736, 758, 317, 1199, 1730, 755, 1406, 574, 787, 551, 362, 674, 581, 22158]"
433,434,"[618, 510, 406, 535, 1091, 1710, 187, 395, 463, 2071, 18, 472, 1444, 447, 522, 473, 1165, 1095, 694, 735, 821, 1111, 1323, 1301, 1957, 409, 513, 500, 830, 26929]"
434,435,"[608, 807, 570, 662, 784, 1006, 509, 378, 980, 598, 1069, 416, 364, 763, 1064, 778, 721, 878, 252, 1731, 493, 1153, 132, 570, 690, 450, 891, 602, 751, 20403]"
435,436,"[825, 2203, 409, 749, 1989, 655, 497, 407, 619, 1442, 170, 884, 133, 412, 699, 219, 395, 322, 1291, 434, 565, 627, 227, 711, 354, 870, 367, 428, 1852, 19577]"
436,437,"[97, 87, 722, 558, 922, 149, 1356, 958, 220, 1398, 2062, 249, 2996, 183, 749, 914, 43, 914, 824, 302, 498, 3, 633, 616, 216, 713, 272, 2993, 279, 19445]"
437,438,"[681, 550, 727, 375, 280, 495, 292, 837, 447, 355, 261, 456, 1233, 557, 907, 558, 260, 982, 551, 17, 2127, 434, 470, 35, 925, 1019, 654, 501, 702, 16500]"
438,439,"[1525, 714, 1563, 354, 646, 1661, 833, 260, 954, 1298, 219, 1729, 2552, 888, 639, 71, 331, 488, 1931, 1223, 445, 802, 827, 662, 641, 417, 1091, 790, 708, 18645]"
439,440,"[1204, 199, 165, 2004, 287, 659, 2, 1361, 1837, 472, 1358, 1023, 480, 1057, 1006, 716, 287, 2904, 447, 664, 577, 330, 336, 1595, 370, 1945, 473, 456, 208, 20716]"
440,441,"[731, 413, 584, 791, 474, 258, 750, 1178, 802, 388, 1354, 7, 1648, 517, 1642, 100, 1104, 715, 295, 843, 688, 89, 1781, 942, 796, 1451, 823, 109, 998, 20268]"
441,442,"[1001, 536, 797, 996, 1031, 802, 755, 783, 435, 484, 584, 1767, 1048, 1937, 832, 1288, 741, 1700, 491, 2032, 1193, 417, 868, 730, 263, 785, 423, 350, 869, 11788]"
442,443,"[428, 109, 637, 548, 371, 577, 550, 1240, 333, 170, 1295, 617, 289, 604, 818, 49, 653, 856, 520, 162, 323, 97, 1225, 643, 605, 257, 170, 306, 509, 19530]"
443,444,"[785, 875, 577, 886, 1057, 87, 407, 778, 656, 365, 481, 1858, 849, 328, 8, 430, 623, 1, 1066, 695, 1098, 1203, 1265, 533, 875, 1437, 1195, 1396, 1791, 16450]"
444,445,"[437, 432, 391, 651, 742, 1221, 502, 519, 815, 406, 403, 312, 1135, 987, 548, 727, 252, 454, 954, 1075, 138, 1077, 628, 364, 650, 406, 135, 394, 709, 25297]"
445,446,"[1857, 1921, 694, 1912, 317, 1136, 389, 471, 329, 444, 271, 1062, 799, 1267, 491, 902, 1478, 1077, 126, 660, 568, 1034, 365, 87, 665, 810, 238, 772, 959, 16499]"
446,447,"[936, 673, 1088, 1222, 1469, 953, 307, 265, 506, 638, 352, 1111, 664, 448, 401, 1946, 859, 491, 970, 1122, 951, 254, 797, 365, 818, 144, 1205, 682, 217, 14939]"
447,448,"[808, 1451, 377, 253, 618, 801, 178, 838, 883, 954, 1429, 1020, 1104, 609, 313, 782, 390, 191, 574, 399, 758, 786, 716, 913, 326, 59, 843, 536, 291, 20175]"
448,449,"[504, 1181, 833, 952, 1126, 582, 229, 115, 152, 2455, 166, 186, 1586, 266, 1, 232, 1728, 557, 785, 606, 464, 445, 1038, 105, 277, 1581, 769, 1584, 375, 16901]"
449,450,"[861, 1006, 790, 736, 520, 414, 650, 1214, 111, 742, 971, 700, 686, 638, 1127, 1246, 394, 302, 632, 1388, 1794, 906, 528, 1139, 941, 626, 619, 501, 686, 15720]"
450,451,"[288, 380, 201, 354, 386, 368, 844, 16, 267, 244, 1131, 635, 105, 95, 186, 252, 480, 626, 474, 215, 352, 208, 459, 1663, 574, 437, 654, 215, 402, 13908]"
451,452,"[333, 933, 1657, 683, 844, 406, 916, 988, 1003, 371, 1184, 1383, 749, 748, 1338, 1485, 283, 844, 587, 151, 1040, 1908, 1368, 913, 993, 910, 692, 470, 1122, 15522]"
452,453,"[796, 538, 117, 1295, 388, 501, 591, 361, 861, 229, 651, 426, 128, 494, 298, 190, 645, 572, 286, 519, 434, 706, 18, 786, 477, 396, 106, 1255, 202, 12237]"
453,454,"[217, 479, 750, 912, 882, 1020, 392, 818, 0, 807, 1048, 577, 774, 1113, 1100, 1346, 749, 1008, 1120, 670, 733, 1232, 791, 855, 77, 514, 146, 951, 1051, 15212]"
454,455,"[253, 936, 145, 81, 317, 665, 492, 477, 427, 960, 180, 71, 135, 372, 182, 22, 1017, 701, 288, 700, 1704, 189, 131, 386, 326, 550, 717, 533, 467, 21177]"
455,456,"[699, 295, 540, 1694, 724, 925, 1482, 2103, 926, 869, 527, 2071, 404, 666, 339, 801, 1111, 1237, 658, 791, 629, 422, 267, 1090, 1759, 578, 546, 715, 505, 17707]"
456,457,"[656, 1183, 299, 387, 1200, 1225, 199, 682, 402, 223, 969, 1691, 1214, 604, 985, 282, 768, 1329, 539, 933, 431, 191, 1235, 1586, 695, 526, 203, 1924, 452, 20488]"
457,458,"[978, 535, 328, 590, 1202, 470, 806, 1203, 645, 532, 119, 902, 401, 2610, 109, 780, 756, 1076, 863, 608, 247, 111, 81, 573, 1339, 916, 356, 231, 1389, 26574]"
458,459,"[155, 777, 671, 76, 658, 929, 1280, 18, 1187, 643, 740, 341, 572, 497, 1193, 935, 795, 826, 496, 726, 528, 1973, 944, 639, 620, 579, 535, 836, 670, 21087]"
459,460,"[353, 500, 253, 263, 2084, 619, 2260, 565, 798, 580, 765, 1001, 944, 441, 1553, 936, 2778, 815, 796, 646, 596, 644, 381, 1071, 715, 556, 419, 123, 983, 17672]"
460,461,"[1378, 1521, 465, 329, 909, 3096, 730, 1827, 474, 2189, 938, 821, 556, 3120, 325, 391, 289, 678, 362, 1040, 198, 2337, 451, 1305, 451, 172, 383, 239, 694, 24839]"
461,462,"[932, 899, 648, 1173, 606, 713, 275, 160, 323, 1443, 2753, 1391, 1110, 203, 753, 710, 383, 726, 508, 450, 1039, 332, 326, 558, 404, 843, 400, 1158, 729, 27130]"
462,463,"[549, 376, 534, 741, 438, 801, 415, 1312, 1100, 804, 1271, 733, 1301, 245, 782, 1344, 22, 912, 747, 732, 1563, 107, 497, 1607, 1292, 1185, 741, 211, 557, 20143]"
463,464,"[1231, 469, 911, 705, 1205, 2008, 2560, 809, 1576, 838, 1359, 897, 1024, 399, 2310, 222, 1027, 1793, 389, 490, 178, 497, 116, 652, 0, 720, 669, 817, 823, 22812]"
464,465,"[1383, 127, 158, 825, 791, 420, 1598, 687, 255, 1049, 1505, 96, 99, 100, 680, 422, 439, 650, 641, 111, 449, 396, 1215, 361, 368, 471, 62, 231, 170, 21129]"
465,466,"[1242, 1172, 673, 666, 501, 551, 714, 1022, 1072, 133, 631, 1695, 593, 500, 605, 1017, 490, 458, 1082, 486, 1989, 666, 523, 957, 320, 452, 1360, 646, 681, 17898]"
466,467,"[1722, 1106, 246, 135, 265, 536, 313, 562, 595, 473, 565, 324, 586, 330, 784, 1498, 904, 78, 346, 1038, 176, 369, 434, 338, 54, 1040, 470, 608, 458, 22465]"
467,468,"[735, 651, 974, 1244, 640, 852, 1000, 867, 726, 658, 1052, 158, 353, 494, 894, 948, 607, 517, 127, 523, 821, 116, 804, 806, 1171, 669, 1380, 765, 346, 10819]"
468,469,"[355, 382, 276, 604, 1723, 1222, 1515, 374, 436, 671, 1342, 1085, 617, 223, 345, 550, 160, 632, 557, 146, 458, 279, 264, 478, 1207, 441, 501, 277, 856, 14235]"
469,470,"[781, 427, 746, 254, 1145, 383, 167, 782, 224, 889, 992, 89, 516, 578, 551, 1056, 775, 1285, 425, 657, 827, 97, 841, 579, 1105, 595, 646, 1713, 1482, 22919]"
470,471,"[61, 456, 316, 1372, 1017, 460, 214, 426, 740, 832, 801, 349, 270, 263, 1171, 465, 1750, 1097, 668, 722, 536, 881, 1065, 611, 1216, 113, 304, 823, 175, 18155]"
471,472,"[551, 1237, 1133, 622, 1905, 531, 1545, 586, 1187, 514, 413, 1683, 959, 615, 966, 2492, 1727, 1193, 127, 483, 1401, 985, 1149, 576, 1236, 724, 394, 1126, 1100, 20857]"
472,473,"[569, 292, 1491, 2057, 699, 311, 407, 211, 76, 645, 654, 237, 1599, 433, 24, 373, 257, 560, 596, 924, 399, 224, 1026, 2179, 551, 1262, 170, 294, 473, 11577]"
473,474,"[1852, 986, 1572, 812, 916, 914, 1131, 1135, 500, 851, 478, 1278, 1401, 570, 1485, 634, 968, 516, 402, 347, 563, 1649, 263, 1539, 862, 1729, 1165, 936, 1059, 20846]"
474,475,"[346, 93, 111, 1315, 117, 83, 866, 1047, 270, 1608, 160, 522, 1153, 1689, 115, 1569, 427, 228, 348, 330, 276, 593, 865, 301, 654, 236, 479, 529, 429, 22844]"
475,476,"[995, 1377, 487, 843, 1025, 691, 324, 908, 597, 937, 1479, 1032, 596, 592, 577, 542, 445, 104, 458, 907, 1048, 1080, 1925, 668, 806, 641, 1126, 1226, 1017, 27926]"
476,477,"[258, 405, 567, 893, 755, 1934, 986, 6, 1208, 343, 144, 1906, 284, 607, 1877, 663, 128, 352, 857, 1008, 955, 612, 952, 948, 661, 254, 615, 440, 420, 20860]"
477,478,"[662, 942, 1083, 565, 602, 906, 705, 2163, 1006, 1084, 1260, 1136, 788, 766, 656, 198, 2916, 866, 2019, 741, 759, 1733, 1455, 1004, 9, 904, 1272, 907, 1707, 18879]"
478,479,"[503, 331, 627, 518, 281, 742, 1525, 486, 234, 507, 207, 1535, 248, 202, 183, 149, 950, 78, 694, 373, 282, 3049, 530, 318, 432, 1005, 1008, 648, 1105, 19017]"
479,480,"[622, 791, 392, 654, 506, 340, 1276, 662, 631, 304, 454, 930, 875, 316, 265, 402, 772, 773, 1053, 331, 202, 983, 1295, 247, 706, 493, 533, 797, 367, 15660]"
480,481,"[380, 405, 612, 522, 406, 912, 523, 948, 238, 677, 385, 834, 646, 626, 871, 1283, 934, 830, 933, 97, 511, 92, 655, 913, 1047, 120, 1939, 428, 1274, 20223]"
481,482,"[1242, 805, 305, 441, 834, 1103, 205, 90, 706, 1018, 1505, 541, 360, 116, 1476, 183, 1490, 462, 2463, 2002, 817, 298, 429, 589, 1079, 376, 1945, 856, 662, 16887]"
482,483,"[565, 656, 648, 500, 183, 1048, 368, 1667, 99, 583, 1391, 809, 554, 621, 183, 689, 1229, 1299, 560, 1369, 2164, 626, 1982, 1536, 245, 1384, 655, 1741, 696, 19148]"
483,484,"[962, 1126, 332, 1407, 1301, 150, 58, 818, 497, 1954, 673, 1379, 243, 451, 173, 393, 315, 1476, 1131, 388, 956, 980, 247, 374, 379, 850, 825, 504, 525, 25212]"
484,485,"[911, 500, 845, 282, 549, 541, 1734, 504, 1255, 1169, 625, 462, 2192, 19, 668, 640, 308, 695, 118, 388, 265, 1155, 642, 494, 449, 518, 535, 603, 311, 17557]"
485,486,"[71, 177, 690, 1562, 304, 632, 2501, 1346, 1949, 222, 302, 374, 328, 1443, 0, 235, 362, 665, 1060, 413, 871, 602, 1002, 3530, 337, 68, 2261, 169, 434, 12299]"
486,487,"[3126, 975, 1349, 453, 1106, 1236, 616, 683, 1099, 1018, 1020, 693, 935, 668, 1189, 880, 322, 721, 677, 454, 392, 84, 1112, 1077, 720, 1077, 616, 453, 598, 19356]"
487,488,"[1567, 1626, 517, 798, 57, 74, 1109, 414, 976, 1319, 342, 156, 1390, 208, 103, 961, 346, 756, 237, 852, 1492, 256, 765, 1529, 234, 335, 207, 698, 282, 21890]"
488,489,"[971, 13, 850, 611, 836, 23, 801, 500, 1093, 663, 811, 1094, 993, 675, 731, 515, 1223, 950, 628, 1989, 1285, 336, 694, 135, 1731, 0, 1891, 680, 1263, 12512]"
489,490,"[476, 778, 244, 153, 499, 56, 494, 901, 1735, 57, 861, 744, 2791, 163, 469, 508, 846, 105, 500, 26, 913, 2921, 533, 484, 460, 671, 1247, 561, 353, 8757]"
490,491,"[293, 980, 820, 370, 278, 746, 404, 369, 335, 2338, 762, 181, 1429, 241, 797, 1011, 1077, 469, 620, 45, 780, 241, 589, 213, 888, 237, 591, 473, 800, 21505]"
491,492,"[370, 2152, 905, 466, 502, 393, 77, 2587, 1189, 152, 644, 98, 312, 680, 527, 613, 475, 276, 814, 116, 918, 607, 423, 563, 914, 616, 343, 443, 275, 27339]"
492,493,"[1270, 126, 285, 314, 426, 2200, 716, 585, 2209, 813, 425, 743, 1802, 1297, 51, 387, 432, 297, 516, 682, 1146, 977, 612, 658, 1659, 559, 1285, 527, 327, 16191]"
493,494,"[17, 479, 394, 689, 1298, 513, 529, 205, 901, 694, 3347, 701, 947, 426, 785, 1698, 532, 877, 405, 530, 7, 372, 468, 391, 317, 395, 805, 647, 272, 15816]"
494,495,"[502, 217, 592, 714, 859, 293, 957, 1242, 306, 955, 593, 562, 1128, 797, 778, 237, 258, 1112, 526, 934, 1095, 993, 2210, 607, 728, 352, 1395, 918, 904, 19139]"
495,496,"[1460, 568, 1276, 325, 284, 1490, 794, 129, 418, 256, 1197, 419, 1207, 581, 418, 569, 827, 247, 473, 657, 1200, 1515, 421, 415, 1219, 279, 2162, 809, 1263, 26901]"
496,497,"[1744, 1038, 1757, 2460, 1091, 991, 923, 805, 986, 1028, 1507, 300, 2320, 1437, 1410, 465, 762, 853, 821, 2277, 2284, 347, 1375, 962, 715, 430, 1234, 684, 630, 16791]"
497,498,"[509, 300, 445, 140, 212, 771, 422, 573, 103, 2016, 375, 340, 132, 1329, 367, 411, 931, 36, 54, 459, 2142, 128, 1776, 286, 498, 954, 714, 671, 184, 12408]"
498,499,"[762, 487, 467, 1106, 833, 224, 562, 621, 356, 1350, 916, 783, 926, 1334, 821, 529, 561, 927, 965, 1566, 624, 589, 426, 2076, 594, 1195, 125, 694, 425, 18547]"
499,500,"[300, 666, 935, 431, 745, 882, 883, 491, 424, 1379, 495, 306, 825, 709, 474, 564, 576, 508, 413, 197, 1867, 354, 1440, 184, 224, 406, 787, 817, 67, 19007]"
500,501,"[232, 873, 72, 736, 909, 1878, 197, 573, 605, 1515, 1147, 430, 413, 675, 859, 405, 520, 53, 718, 794, 1490, 1875, 1143, 612, 609, 960, 717, 894, 853, 25531]"
501,502,"[1004, 371, 618, 250, 320, 177, 188, 258, 704, 812, 230, 584, 392, 240, 458, 526, 703, 232, 753, 273, 132, 1129, 1793, 409, 503, 1501, 295, 394, 462, 22403]"
502,503,"[927, 954, 791, 1054, 1388, 773, 2867, 1288, 758, 934, 1088, 679, 1814, 2684, 744, 1381, 678, 504, 587, 498, 200, 642, 883, 536, 1683, 1021, 782, 1540, 543, 23145]"
503,504,"[1532, 456, 584, 303, 20, 558, 1065, 403, 388, 258, 212, 1001, 958, 509, 1882, 1175, 1144, 530, 1047, 104, 821, 794, 295, 687, 2216, 101, 631, 87, 120, 22918]"
504,505,"[1546, 29, 347, 814, 911, 225, 135, 531, 244, 474, 250, 909, 636, 475, 263, 1142, 162, 805, 348, 788, 1837, 472, 486, 2488, 249, 551, 214, 93, 715, 19180]"
505,506,"[1636, 138, 410, 108, 964, 1411, 757, 667, 1082, 71, 1207, 587, 711, 193, 27, 634, 344, 68, 838, 257, 2818, 1003, 713, 14, 1765, 8, 509, 613, 1347, 13079]"
506,507,"[66, 381, 199, 1142, 410, 605, 282, 728, 1117, 193, 350, 780, 1357, 1891, 909, 347, 712, 513, 1985, 675, 1054, 460, 1629, 293, 731, 106, 836, 951, 660, 17681]"
507,508,"[96, 631, 272, 534, 897, 442, 440, 311, 294, 141, 380, 2716, 483, 454, 2694, 335, 1653, 755, 350, 330, 1672, 285, 1060, 837, 1415, 690, 415, 348, 392, 22378]"
508,509,"[1158, 1078, 1391, 598, 841, 1199, 1080, 2166, 1575, 1376, 1008, 918, 777, 974, 629, 279, 255, 1096, 484, 1089, 1338, 321, 675, 946, 995, 842, 845, 543, 1656, 21809]"
509,510,"[370, 1160, 1280, 136, 530, 551, 430, 910, 1315, 633, 497, 274, 282, 2484, 476, 518, 374, 0, 324, 508, 163, 117, 239, 566, 377, 905, 339, 446, 414, 24863]"
510,511,"[1749, 1014, 738, 922, 554, 530, 629, 937, 79, 472, 1291, 588, 1153, 516, 617, 1217, 693, 655, 1054, 822, 14, 1009, 911, 716, 1204, 305, 1595, 996, 1693, 15181]"
511,512,"[34, 418, 370, 832, 197, 315, 1489, 1568, 931, 343, 967, 813, 358, 1153, 399, 250, 413, 709, 769, 866, 430, 349, 39, 540, 811, 2238, 370, 744, 530, 13518]"
512,513,"[50, 1433, 368, 1627, 1371, 1182, 796, 526, 717, 750, 967, 278, 590, 519, 627, 316, 1096, 626, 236, 405, 457, 268, 650, 888, 440, 1161, 443, 434, 704, 18549]"
