,round,clients
914,915,"[300, 466, 1023, 883, 933, 785, 345, 727, 1390, 134, 350, 609, 959, 197, 150, 242, 709, 203, 554, 589, 456, 516, 1148, 1777, 395, 431, 539, 1476, 305, 12141]"
915,916,"[810, 456, 409, 1076, 830, 2240, 444, 1043, 105, 1069, 426, 30, 283, 20, 294, 497, 393, 1149, 853, 663, 235, 969, 201, 500, 907, 745, 198, 641, 104, 22468]"
916,917,"[662, 706, 307, 650, 619, 848, 676, 230, 1008, 376, 813, 1103, 491, 416, 362, 559, 49, 436, 648, 112, 1493, 985, 603, 1954, 961, 599, 692, 495, 73, 14003]"
917,918,"[731, 624, 1458, 699, 1508, 841, 537, 433, 575, 113, 1492, 377, 1213, 642, 253, 762, 143, 222, 499, 1547, 1524, 224, 528, 646, 642, 341, 935, 531, 144, 20776]"
918,919,"[582, 330, 114, 510, 257, 944, 855, 791, 347, 191, 822, 100, 97, 186, 250, 635, 517, 119, 895, 857, 361, 122, 608, 174, 677, 61, 933, 0, 246, 18507]"
919,920,"[418, 175, 891, 287, 289, 0, 661, 238, 905, 458, 419, 847, 151, 561, 906, 429, 196, 526, 726, 998, 876, 295, 161, 452, 336, 856, 2775, 375, 231, 16108]"
920,921,"[378, 304, 740, 445, 1129, 130, 1791, 597, 2027, 323, 362, 12, 569, 465, 617, 447, 385, 1516, 343, 603, 1033, 632, 0, 696, 704, 854, 535, 16, 774, 15977]"
921,922,"[707, 293, 1567, 77, 736, 468, 419, 495, 554, 465, 465, 576, 911, 745, 1266, 2504, 435, 794, 282, 413, 562, 143, 407, 240, 1006, 854, 173, 958, 503, 13304]"
922,923,"[2792, 336, 550, 410, 726, 316, 884, 458, 1189, 536, 125, 709, 282, 232, 338, 358, 425, 249, 421, 466, 788, 213, 102, 352, 673, 464, 1037, 951, 580, 21249]"
923,924,"[582, 299, 734, 438, 1367, 155, 1042, 469, 779, 115, 753, 958, 581, 662, 1478, 202, 755, 337, 441, 818, 545, 389, 372, 0, 1699, 412, 963, 403, 721, 13461]"
924,925,"[2234, 444, 721, 382, 454, 1078, 1657, 909, 792, 467, 1356, 0, 952, 2561, 816, 1229, 436, 157, 234, 1022, 208, 647, 788, 297, 459, 591, 313, 412, 1609, 21379]"
925,926,"[756, 1435, 630, 737, 341, 274, 712, 1104, 470, 384, 522, 1430, 395, 433, 1122, 1811, 935, 666, 1770, 2417, 1294, 1637, 323, 724, 1422, 546, 481, 862, 1758, 15734]"
926,927,"[9, 362, 515, 912, 1431, 1418, 875, 745, 570, 562, 88, 465, 277, 747, 1284, 1267, 288, 165, 871, 2420, 1003, 633, 183, 2071, 1576, 493, 654, 1672, 100, 13790]"
927,928,"[46, 257, 785, 670, 621, 320, 573, 923, 697, 1452, 818, 887, 508, 745, 989, 840, 410, 1976, 629, 718, 521, 579, 781, 527, 713, 409, 718, 415, 412, 14248]"
928,929,"[63, 381, 167, 269, 762, 222, 773, 214, 1093, 452, 2367, 480, 1769, 344, 0, 707, 343, 181, 606, 945, 465, 591, 63, 593, 2784, 1605, 623, 341, 203, 15083]"
929,930,"[1061, 151, 494, 391, 470, 367, 217, 846, 493, 764, 2210, 427, 231, 746, 1408, 797, 179, 1895, 442, 523, 563, 390, 1340, 375, 205, 239, 311, 194, 1118, 18358]"
930,931,"[767, 1303, 856, 2128, 690, 567, 498, 640, 79, 630, 560, 632, 1004, 139, 1907, 521, 215, 11, 514, 311, 643, 620, 480, 1161, 503, 58, 301, 459, 1361, 14645]"
931,932,"[404, 748, 441, 59, 579, 519, 492, 3320, 533, 584, 1118, 1041, 689, 773, 495, 522, 659, 2125, 28, 1052, 560, 148, 353, 77, 322, 1582, 452, 1111, 784, 5965]"
932,933,"[444, 423, 163, 146, 455, 141, 242, 1135, 708, 320, 375, 234, 200, 31, 330, 1373, 120, 515, 402, 241, 503, 342, 630, 1782, 1149, 393, 782, 438, 675, 15890]"
933,934,"[401, 372, 77, 239, 842, 1809, 1157, 1015, 134, 624, 1708, 96, 629, 565, 1340, 1524, 870, 759, 583, 482, 362, 1304, 672, 865, 439, 410, 511, 522, 330, 11721]"
934,935,"[123, 130, 1440, 307, 2244, 2176, 508, 1143, 758, 1276, 242, 40, 537, 477, 554, 857, 254, 231, 164, 756, 371, 239, 502, 169, 365, 332, 1170, 93, 709, 20434]"
935,936,"[1271, 943, 1304, 1681, 336, 1169, 390, 645, 587, 802, 539, 818, 293, 1144, 854, 470, 38, 1448, 623, 131, 360, 289, 83, 658, 977, 472, 1036, 845, 477, 15649]"
936,937,"[781, 287, 729, 355, 1688, 105, 156, 339, 1392, 782, 338, 670, 1339, 1707, 743, 690, 492, 685, 620, 391, 836, 253, 30, 79, 1621, 117, 1761, 182, 882, 13635]"
937,938,"[435, 525, 791, 1266, 214, 1629, 84, 549, 285, 535, 298, 2751, 292, 987, 1057, 195, 561, 358, 553, 1391, 60, 327, 240, 247, 47, 574, 976, 310, 347, 14584]"
938,939,"[8, 875, 78, 348, 1353, 178, 1293, 176, 1746, 875, 201, 63, 454, 863, 716, 704, 461, 72, 676, 377, 574, 253, 560, 251, 1186, 343, 536, 1283, 799, 18227]"
939,940,"[390, 921, 516, 917, 399, 480, 156, 135, 982, 512, 1114, 1133, 199, 44, 190, 1329, 1610, 624, 184, 280, 316, 1424, 377, 114, 990, 856, 648, 794, 2338, 18843]"
940,941,"[2525, 1071, 482, 910, 375, 322, 2358, 1646, 702, 477, 1072, 534, 430, 1139, 483, 645, 914, 672, 612, 385, 690, 1103, 454, 35, 192, 627, 681, 633, 1983, 7969]"
941,942,"[520, 232, 105, 476, 1182, 958, 1460, 62, 566, 370, 495, 2066, 458, 75, 130, 3538, 697, 230, 1573, 801, 773, 500, 498, 275, 1444, 769, 304, 450, 250, 25527]"
942,943,"[705, 181, 191, 206, 924, 848, 347, 365, 564, 322, 342, 500, 738, 1797, 613, 254, 746, 279, 122, 619, 369, 1736, 343, 716, 28, 610, 645, 29, 378, 11849]"
943,944,"[246, 1737, 165, 425, 24, 1008, 459, 48, 1917, 46, 630, 542, 496, 188, 49, 414, 542, 718, 289, 375, 724, 412, 199, 1364, 484, 109, 623, 764, 367, 19170]"
944,945,"[306, 202, 998, 826, 173, 1755, 163, 453, 341, 368, 32, 259, 209, 113, 406, 340, 199, 223, 739, 289, 3924, 183, 1133, 921, 346, 691, 84, 2000, 318, 18763]"
945,946,"[883, 220, 421, 223, 428, 705, 130, 384, 2329, 822, 1268, 189, 422, 190, 598, 1367, 184, 1787, 591, 142, 707, 310, 848, 2264, 589, 705, 519, 1350, 1893, 12475]"
946,947,"[502, 469, 929, 287, 795, 427, 510, 771, 2169, 768, 1778, 323, 494, 937, 1475, 104, 146, 428, 254, 1596, 392, 737, 378, 120, 614, 331, 848, 319, 314, 17702]"
947,948,"[273, 297, 2113, 181, 520, 112, 385, 1612, 214, 599, 409, 290, 974, 242, 36, 850, 2758, 323, 400, 799, 172, 284, 708, 1120, 83, 777, 0, 356, 724, 12171]"
948,949,"[185, 795, 420, 671, 971, 902, 557, 198, 990, 306, 595, 310, 429, 314, 398, 245, 1506, 121, 384, 2140, 272, 1126, 221, 335, 333, 112, 1065, 555, 291, 13522]"
949,950,"[321, 1304, 596, 164, 7, 200, 101, 75, 308, 450, 337, 469, 275, 71, 172, 180, 575, 171, 863, 273, 287, 475, 367, 926, 720, 770, 645, 1199, 590, 19366]"
950,951,"[608, 64, 1136, 342, 463, 1068, 725, 688, 722, 1195, 754, 1138, 453, 1308, 672, 247, 657, 151, 452, 441, 480, 1611, 349, 332, 188, 242, 967, 283, 1572, 15338]"
951,952,"[342, 1244, 418, 592, 79, 512, 15, 364, 1806, 646, 512, 54, 697, 308, 505, 127, 640, 673, 814, 259, 24, 198, 1517, 109, 699, 846, 190, 2015, 441, 13119]"
952,953,"[290, 277, 926, 751, 194, 162, 642, 1170, 195, 1445, 1100, 1775, 395, 1839, 246, 640, 503, 224, 721, 10, 1373, 480, 189, 363, 535, 1111, 534, 394, 546, 10876]"
953,954,"[111, 99, 400, 5, 554, 1125, 33, 229, 641, 322, 430, 4, 195, 1873, 1927, 607, 130, 103, 516, 112, 54, 426, 1578, 924, 182, 331, 594, 1038, 16, 20130]"
954,955,"[711, 494, 388, 675, 440, 315, 1411, 212, 705, 345, 823, 1210, 916, 338, 623, 758, 511, 311, 850, 899, 1267, 815, 413, 19, 679, 1144, 612, 642, 126, 17881]"
955,956,"[372, 2874, 286, 64, 693, 578, 2334, 1041, 72, 2828, 1540, 1717, 1465, 221, 259, 626, 62, 140, 264, 1185, 81, 331, 773, 974, 144, 0, 529, 255, 190, 21485]"
956,957,"[385, 490, 2403, 682, 771, 676, 453, 593, 916, 205, 809, 219, 618, 414, 48, 586, 729, 796, 558, 569, 472, 716, 190, 2006, 540, 295, 620, 831, 1042, 11208]"
957,958,"[205, 773, 1204, 767, 173, 360, 305, 1490, 498, 470, 673, 310, 831, 471, 341, 65, 309, 905, 668, 3133, 613, 1279, 885, 135, 178, 1141, 339, 359, 283, 27349]"
958,959,"[343, 383, 379, 313, 163, 47, 418, 1494, 956, 1201, 110, 931, 773, 232, 981, 296, 172, 65, 935, 562, 13, 3103, 0, 47, 598, 355, 993, 2143, 331, 18614]"
959,960,"[1742, 931, 634, 255, 737, 489, 223, 466, 871, 478, 1342, 1470, 381, 49, 1251, 297, 381, 1086, 562, 412, 531, 85, 548, 473, 113, 689, 1361, 657, 2894, 12109]"
960,961,"[0, 111, 104, 1715, 172, 392, 1342, 1359, 180, 454, 44, 2604, 499, 570, 2504, 151, 401, 474, 1944, 441, 497, 611, 623, 564, 212, 628, 132, 751, 107, 20412]"
961,962,"[324, 513, 758, 265, 847, 1135, 1309, 531, 148, 387, 1352, 684, 798, 484, 829, 417, 19, 346, 796, 265, 370, 1211, 824, 463, 431, 938, 557, 140, 413, 25184]"
962,963,"[725, 470, 599, 837, 1069, 312, 582, 471, 464, 213, 814, 17, 1108, 97, 117, 172, 442, 344, 438, 654, 1937, 462, 1026, 735, 596, 329, 180, 583, 645, 24234]"
963,964,"[751, 790, 847, 366, 1922, 428, 673, 945, 305, 688, 879, 963, 1624, 622, 454, 546, 185, 140, 794, 347, 787, 1342, 9, 657, 593, 487, 235, 1708, 305, 18390]"
964,965,"[1530, 80, 447, 1752, 475, 1515, 365, 105, 1789, 1997, 545, 551, 1106, 975, 438, 421, 645, 1922, 907, 990, 735, 1075, 1186, 528, 990, 687, 1633, 1532, 1264, 25264]"
965,966,"[258, 999, 358, 141, 602, 2620, 1122, 403, 441, 664, 520, 687, 602, 273, 753, 666, 704, 194, 535, 1073, 371, 1772, 290, 1135, 700, 649, 344, 356, 500, 19441]"
966,967,"[402, 2001, 1053, 768, 481, 61, 535, 307, 630, 62, 497, 778, 543, 0, 776, 1014, 299, 272, 248, 567, 826, 863, 483, 93, 887, 61, 218, 554, 144, 16091]"
967,968,"[215, 164, 277, 724, 460, 403, 1024, 21, 320, 1065, 238, 492, 378, 265, 2190, 934, 366, 211, 564, 376, 153, 610, 737, 782, 1070, 987, 97, 2212, 443, 18597]"
968,969,"[652, 476, 527, 292, 531, 97, 239, 1175, 948, 808, 1272, 775, 283, 1042, 339, 39, 877, 329, 719, 1789, 840, 516, 588, 326, 449, 461, 295, 1434, 142, 18788]"
969,970,"[543, 130, 808, 408, 357, 287, 1463, 485, 2136, 71, 591, 2758, 216, 188, 966, 930, 406, 1007, 373, 297, 1501, 165, 603, 288, 312, 796, 182, 442, 434, 21594]"
970,971,"[944, 1249, 553, 212, 1319, 1390, 619, 812, 897, 414, 951, 385, 405, 1386, 2524, 1282, 660, 576, 1034, 2029, 1173, 530, 492, 622, 481, 285, 639, 323, 465, 20000]"
971,972,"[1907, 232, 330, 1009, 386, 253, 478, 262, 532, 375, 931, 49, 652, 1267, 364, 76, 558, 588, 302, 539, 188, 320, 1099, 108, 136, 106, 78, 524, 868, 18226]"
972,973,"[370, 367, 2521, 1284, 335, 339, 573, 304, 1007, 936, 238, 464, 79, 386, 393, 1408, 70, 786, 901, 2155, 1346, 553, 888, 1198, 260, 435, 500, 1457, 1409, 22443]"
973,974,"[162, 1065, 354, 492, 83, 671, 83, 433, 745, 148, 31, 980, 3, 306, 990, 1510, 854, 1372, 932, 411, 145, 261, 234, 170, 534, 33, 266, 334, 55, 21964]"
974,975,"[609, 655, 111, 722, 791, 2010, 478, 546, 1655, 230, 554, 1327, 712, 586, 58, 786, 736, 572, 1115, 848, 366, 503, 209, 608, 2427, 1009, 567, 1304, 295, 17596]"
975,976,"[687, 833, 273, 59, 361, 778, 250, 942, 399, 290, 23, 2089, 55, 779, 249, 536, 56, 156, 207, 65, 29, 827, 848, 527, 646, 524, 947, 1354, 591, 18176]"
976,977,"[316, 350, 864, 215, 689, 1326, 1057, 1254, 1314, 775, 860, 845, 945, 1115, 189, 506, 593, 515, 456, 814, 585, 31, 371, 449, 475, 349, 585, 424, 1326, 9587]"
977,978,"[282, 626, 809, 560, 470, 119, 167, 822, 367, 805, 169, 227, 795, 689, 223, 643, 408, 338, 233, 599, 583, 229, 308, 131, 356, 1475, 532, 608, 638, 12264]"
978,979,"[822, 180, 299, 692, 804, 438, 281, 341, 510, 925, 784, 198, 1148, 601, 262, 427, 1404, 288, 569, 848, 1872, 1202, 1649, 356, 171, 1247, 794, 1201, 398, 13934]"
979,980,"[1846, 1293, 1029, 1305, 554, 1043, 1817, 1118, 554, 446, 364, 821, 579, 406, 1474, 405, 2344, 1483, 516, 157, 147, 1165, 1751, 843, 135, 1368, 102, 394, 421, 11256]"
980,981,"[149, 81, 426, 904, 1088, 755, 211, 251, 2256, 1863, 443, 1777, 131, 1150, 622, 749, 144, 161, 160, 265, 311, 278, 539, 211, 241, 953, 334, 26, 393, 12037]"
981,982,"[249, 680, 1649, 931, 361, 2, 174, 1780, 516, 520, 100, 316, 639, 1803, 952, 270, 95, 1003, 946, 728, 519, 242, 196, 234, 1223, 747, 639, 1275, 1273, 23799]"
982,983,"[334, 897, 138, 381, 894, 999, 701, 345, 201, 789, 504, 197, 909, 414, 727, 586, 206, 300, 218, 638, 798, 521, 559, 835, 324, 239, 1803, 212, 457, 17093]"
983,984,"[467, 1155, 427, 449, 338, 2179, 758, 2388, 951, 1171, 1363, 551, 622, 345, 664, 709, 580, 1615, 727, 498, 351, 1321, 927, 758, 741, 1214, 682, 639, 303, 11709]"
984,985,"[47, 134, 212, 486, 414, 1338, 376, 306, 1330, 367, 144, 73, 206, 724, 2243, 1092, 618, 64, 26, 544, 40, 237, 236, 20, 144, 2, 217, 595, 128, 23637]"
985,986,"[600, 769, 599, 906, 6, 228, 614, 864, 283, 642, 281, 293, 1477, 162, 537, 199, 256, 529, 160, 240, 2692, 529, 707, 825, 1439, 442, 6, 285, 3, 23620]"
986,987,"[240, 1686, 602, 537, 186, 478, 772, 955, 129, 80, 96, 463, 233, 159, 381, 1091, 299, 228, 241, 138, 186, 314, 228, 123, 340, 431, 58, 529, 81, 14869]"
987,988,"[635, 479, 2984, 375, 851, 532, 678, 1285, 428, 405, 858, 519, 798, 950, 1712, 539, 1855, 407, 550, 121, 91, 732, 1823, 1316, 59, 156, 399, 2141, 440, 10419]"
988,989,"[316, 1294, 199, 345, 652, 226, 148, 89, 193, 1621, 529, 68, 102, 123, 164, 650, 400, 1761, 255, 532, 326, 1663, 392, 131, 583, 235, 187, 87, 771, 20792]"
989,990,"[917, 320, 695, 706, 549, 720, 1243, 516, 798, 1617, 395, 836, 841, 484, 758, 188, 450, 694, 547, 85, 486, 60, 984, 509, 738, 1709, 233, 1029, 1560, 25772]"
990,991,"[74, 99, 814, 351, 474, 486, 876, 263, 725, 572, 978, 212, 181, 175, 5, 622, 54, 287, 467, 258, 298, 1132, 487, 102, 182, 40, 1175, 1004, 555, 13956]"
991,992,"[981, 927, 884, 823, 2504, 674, 1019, 947, 790, 876, 761, 567, 541, 350, 971, 1820, 1088, 483, 1241, 816, 946, 955, 762, 558, 428, 832, 600, 1008, 1757, 14486]"
992,993,"[62, 154, 603, 440, 106, 451, 432, 690, 63, 130, 958, 392, 331, 399, 269, 171, 3531, 977, 314, 0, 354, 1724, 755, 0, 22, 956, 105, 25, 132, 15289]"
993,994,"[520, 996, 423, 1179, 885, 605, 1911, 349, 361, 613, 723, 1571, 746, 725, 751, 1689, 792, 818, 1088, 1405, 984, 926, 992, 818, 655, 884, 999, 1306, 499, 19237]"
994,995,"[2059, 415, 968, 161, 127, 233, 517, 395, 488, 534, 215, 160, 1056, 398, 457, 357, 239, 90, 615, 1608, 72, 150, 121, 537, 622, 787, 223, 35, 376, 24576]"
995,996,"[249, 21, 2866, 708, 418, 621, 1033, 915, 173, 303, 847, 189, 660, 364, 175, 1264, 408, 319, 158, 944, 655, 488, 0, 390, 1581, 584, 127, 543, 487, 22139]"
996,997,"[761, 697, 464, 310, 1421, 341, 1670, 474, 419, 873, 982, 1271, 615, 933, 956, 655, 32, 28, 180, 665, 646, 204, 650, 1390, 379, 1140, 456, 1002, 1242, 19055]"
997,998,"[551, 511, 288, 748, 149, 1221, 11, 270, 1315, 356, 1517, 327, 254, 497, 827, 0, 508, 620, 1227, 26, 520, 140, 355, 1448, 639, 1306, 626, 318, 267, 22106]"
998,999,"[1712, 1803, 127, 457, 568, 627, 1151, 1795, 232, 399, 544, 1245, 961, 350, 1322, 531, 476, 933, 1729, 190, 2296, 753, 829, 966, 854, 202, 796, 132, 1061, 19789]"
999,1000,"[1383, 648, 377, 443, 240, 1032, 405, 2667, 666, 1352, 672, 135, 483, 975, 341, 909, 696, 2201, 424, 846, 99, 500, 379, 153, 1577, 712, 370, 739, 611, 10829]"
